Model,Scan,XParameter,YParameter,XFactor,YFactor,XValue,YValue,MaxReal,Sigma,FrequencyHz,DampingRatio,Stable
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.541169526546464,9.36131643340403,8.50067104472518e-07,1718.24896216687,0.107573726088493,2.01082553269193,-0.00851405028713634,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.735642254459641,9.36131643340403,1.15554415114032e-06,1718.24895279657,0.103563018689476,2.01475724705894,-0.00818064549945649,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,1,9.36131643340403,1.5707963267949e-06,1718.24894588389,0.0973670782072185,2.02002420447249,-0.00767119314147072,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,1.35935639087853,9.36131643340403,2.13527202559716e-06,1718.24894078928,0.0876846302720358,2.0270398618113,-0.00688447814156179,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,1.84784979742229,9.36131643340403,2.90259567425963e-06,1718.24893703576,0.0724552748807775,2.03631343766166,-0.00566289552259498,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,2.51188643150958,9.36131643340403,3.94566197994119e-06,1718.24893427166,0.0484977432880787,2.0484511806778,-0.00376801793039213,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,3.4145488738336,9.36131643340403,5.36356082867947e-06,1718.24893223674,0.0110585250509132,2.0641535111445,-0.000852658620526732,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,4.64158883361278,9.36131643340403,7.29099069033116e-06,1718.2489307388,-0.0467397900575377,2.08423566176822,0.00356908836338659,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,6.30957344480193,9.36131643340403,9.9110547907375e-06,1718.24892963646,-0.134726727416818,2.10976806714148,0.0101628788535993,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,8.57695898590894,9.36131643340403,1.34726556701362e-05,1718.24892882568,-0.267542799931514,2.14264919613063,0.01986902632828,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,11.6591440117983,9.36131643340403,1.83141405873055e-05,1718.2489282289,-0.469358053010274,2.18797959984278,0.0341215043449668,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,15.8489319246111,9.36131643340403,2.48954440508015e-05,1718.24892778975,-0.755995921650306,2.26785482961231,0.0529802452445783,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,21.5443469003188,9.36131643340403,3.38417809742158e-05,1718.24892746671,-2.34132143868644,2.07145415957364,0.177047668568737,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,29.2864456462524,9.36131643340403,4.60030412460116e-05,1718.24892722913,-2.06840048309363,2.00976043503874,0.161644596738343,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,39.8107170553497,9.36131643340403,6.25345281176143e-05,1718.24892705394,-1.91323461073673,1.97725692756795,0.152207272625741,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,54.1169526546464,9.36131643340403,8.50067104472519e-05,1718.24892692522,-1.80996383096141,1.95794008101761,0.14555943907607,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,73.5642254459641,9.36131643340403,0.000115554415114032,1718.24892683074,-1.73794513318655,1.9456452463216,0.140749727320591,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,100,9.36131643340403,0.00015707963267949,1718.24892676123,-1.68668477834046,1.93747834216239,0.137242342666489,0
