Polarity,BandwidthHz,Kp,Ki,MaxReal,DominantFrequencyHz,TorsionSigma,TorsionFrequencyHz,TorsionDampingRatio
-1,0.0138949549437314,-3.66679222334776,-0.228662673625912,0.164950303789442,0,-0.153034085170505,1.99727355273463,0.0121937830095286
-1,0.0167683293681101,-4.4250578698896,-0.333012536596461,0.198347564432477,0,-0.153034085170504,1.99727355273462,0.0121937830095285
-1,0.0202358964772516,-5.34012727178592,-0.484982300661083,0.238311654923782,0,-0.153034085170505,1.99727355273462,0.0121937830095285
-1,0.0244205309454865,-6.44442629166862,-0.706303235182819,0.286037689971826,0,-0.153034085170509,1.99727355273462,0.0121937830095289
-1,0.0294705170255181,-7.77708622192829,-1.0286236412127,0.342890845562334,0,-0.153034085170461,1.99727355273462,0.0121937830095251
-1,0.0355648030622313,-9.38533041824058,-1.4980344738019,0.410406348858122,0,-0.153034085170479,1.99727355273463,0.0121937830095264
-1,0.0429193426012878,-11.3261476787012,-2.18166022516578,0.490277920444144,0,-0.153034085170479,1.99727355273463,0.0121937830095264
-1,0.0517947467923121,-13.6683116654508,-3.1772575473452,0.584325701353896,0,-0.153034085170479,1.99727355273463,0.0121937830095264
-1,0.0625055192527397,-16.4948179278307,-4.62719419170552,0.694446121058656,0,-0.153034085170479,1.99727355273463,0.0121937830095264
-1,0.0754312006335462,-19.9058248839917,-6.73880721619294,0.822536705633803,0,-0.15303408517044,1.99727355273463,0.0121937830095233
-1,0.0910298177991522,-24.0222029758564,-9.81405162947698,0.97040661610074,0,-0.15303408517044,1.99727355273463,0.0121937830095233
-1,0.109854114198756,-28.9898177632077,-14.2926791487074,1.13968474386207,0,-0.153034085170421,1.99727355273462,0.0121937830095218
-1,0.132571136559011,-34.9846987301144,-20.8151215176338,1.33174887510705,0,-0.153034085170421,1.99727355273462,0.0121937830095218
-1,0.159985871960606,-42.2192769624861,-30.3140705312093,1.54769758575175,0,-0.153034085170421,1.99727355273462,0.0121937830095218
-1,0.193069772888325,-50.9499127314418,-44.147850464992,1.78838017729828,0,-0.153034085170421,1.99727355273462,0.0121937830095218
-1,0.232995181051537,-61.48597972552,-64.2946548096438,2.05448364607506,0,-0.15303408517045,1.99727355273463,0.0121937830095241
-1,0.281176869797423,-74.2008278352565,-93.6354226434927,2.34665756526845,0,-0.15303408517045,1.99727355273463,0.0121937830095241
-1,0.339322177189533,-89.5450129609334,-136.365805207036,2.66565070089487,0,-0.15303408517045,1.99727355273463,0.0121937830095241
-1,0.409491506238042,-108.062262647208,-198.596132796498,3.01243537629255,0,-0.153034085170423,1.99727355273462,0.012193783009522
-1,0.494171336132383,-130.408743293484,-289.225175635815,3.38830370103778,0,-0.153034085170423,1.99727355273462,0.012193783009522
-1,0.596362331659464,-157.3763116816,-421.212644192249,3.79493465952076,0,-0.153034085170484,1.99727355273463,0.0121937830095269
-1,0.719685673001152,-189.920574748317,-613.432393073655,4.23443460664491,0,-0.153034085170484,1.99727355273463,0.0121937830095269
-1,0.868511373751353,-229.19475191226,-893.371331702763,4.70936042677579,0,-0.153034085170484,1.99727355273463,0.0121937830095269
-1,1.04811313415469,-276.590539880872,-1301.05997876857,5.22273329255115,0,-0.153034085170471,1.99727355273463,0.0121937830095258
-1,1.2648552168553,-333.787427998695,-1894.79671921742,5.77804878814876,0,-0.153034085170471,1.99727355273463,0.0121937830095258
